,time,chanel1,chanel2,chanel3,chanel4,chanel5,chanel6,chanel7,chanel8,position
0,14.005255460739136,39,29,31,41,46,180,107,35,2
1,14.028908491134644,39,29,34,47,47,183,110,35,2
2,14.042761087417603,36,28,37,45,39,233,138,35,2
3,14.065380096435547,40,29,36,40,35,197,129,30,2
4,14.531275987625122,34,31,40,101,102,84,49,29,2
5,14.553541421890259,36,32,42,103,103,83,49,30,2
6,14.568407535552979,39,30,38,85,74,72,41,30,2
7,14.590921401977539,41,31,34,64,61,88,55,31,2
8,15.155093431472778,46,38,48,107,78,95,62,32,1
9,15.167738676071167,51,43,52,140,80,117,74,35,1
10,15.191373825073242,52,47,56,157,82,116,74,33,1
11,15.21358036994934,62,42,49,146,78,108,68,33,1
12,15.227809190750122,63,40,43,138,75,115,73,34,1
13,15.251596689224243,67,39,39,130,68,110,71,33,1
14,15.273945331573486,64,35,39,119,63,87,61,29,1
15,15.288193464279175,60,31,34,98,58,71,49,31,1
16,15.311038494110107,57,30,36,116,59,71,58,30,1
17,15.333990097045898,62,33,41,157,69,50,60,29,1
18,15.347845554351807,70,38,48,165,78,46,70,27,1
19,15.371204376220703,71,39,45,150,82,43,69,27,1
20,15.393948554992676,73,41,47,181,93,41,72,27,1
21,15.40769910812378,81,45,50,261,110,71,84,27,1
22,15.431292533874512,84,49,53,263,119,77,89,29,1
23,15.453501224517822,74,54,55,269,121,75,83,30,1
24,15.476050615310669,71,53,55,270,125,81,83,31,1
25,16.054028511047363,91,202,95,94,79,91,201,64,1
26,16.075908660888672,90,197,89,96,79,92,205,59,1
27,16.090173721313477,90,209,100,114,86,87,226,68,1
28,16.11284375190735,91,216,108,113,86,84,252,73,1
29,16.13767409324646,104,226,121,111,82,82,257,78,1
30,16.16544818878174,101,183,113,110,84,97,271,83,1
31,16.18790316581726,95,192,113,106,79,93,265,81,1
32,16.212453365325928,90,176,106,85,67,93,240,70,1
33,16.240678310394287,99,186,108,85,72,95,217,64,1
34,16.2626850605011,85,177,97,79,75,104,269,63,1
35,16.28718328475952,79,173,93,74,72,93,256,57,1
36,16.315263271331787,79,175,91,73,81,100,251,61,1
37,16.338063955307007,87,186,98,73,84,118,299,63,1
38,16.362204551696777,84,191,97,72,81,119,293,64,1
39,16.390289545059204,89,177,91,69,75,107,242,59,1
40,16.41260838508606,93,177,96,75,75,105,246,64,1
41,16.43746280670166,108,186,104,79,69,107,270,82,1
42,16.465322017669678,103,175,101,83,71,90,226,80,1
43,16.488881826400757,94,153,92,77,65,85,220,83,1
44,16.51042604446411,106,165,103,88,80,96,238,87,1
45,16.540696144104004,110,174,105,87,81,89,225,83,1
46,16.564918279647827,99,167,100,88,90,97,203,69,1
47,16.590429067611694,94,164,91,81,86,97,191,68,1
48,16.61525273323059,91,163,90,82,87,98,202,65,1
49,16.637897491455078,77,151,77,77,92,99,165,60,1
50,16.66212248802185,65,146,71,74,92,102,162,58,1
51,16.690584659576416,65,123,69,62,76,92,179,50,1
52,16.71293544769287,67,135,73,63,78,91,192,51,1
53,16.73628306388855,69,161,76,64,78,92,188,50,1
54,16.765326499938965,59,162,72,55,56,76,180,49,1
